267,00:52:54.000 08/08/2019,2065:348792.000,-2453640.134,-4767132.689,3443236.801
268,00:52:54.500 08/08/2019,2065:348792.500,-2453638.240,-4767132.212,3443238.982
269,00:52:55.000 08/08/2019,2065:348793.000,-2453636.048,-4767131.940,3443240.906
270,00:52:55.500 08/08/2019,2065:348793.500,-2453633.722,-4767132.092,3443242.529
271,00:52:56.000 08/08/2019,2065:348794.000,-2453631.274,-4767132.618,3443243.537
272,00:52:56.500 08/08/2019,2065:348794.500,-2453628.918,-4767133.594,3443243.863
273,00:52:57.000 08/08/2019,2065:348795.000,-2453626.982,-4767134.944,3443243.561
274,00:52:57.500 08/08/2019,2065:348795.500,-2453625.538,-4767136.433,3443242.536
275,00:52:58.000 08/08/2019,2065:348796.000,-2453624.806,-4767138.044,3443241.023
276,00:52:58.500 08/08/2019,2065:348796.500,-2453624.882,-4767139.521,3443239.121
277,00:52:59.000 08/08/2019,2065:348797.000,-2453625.721,-4767140.708,3443237.080
278,00:52:59.500 08/08/2019,2065:348797.500,-2453626.901,-4767141.741,3443235.008
279,00:53:00.000 08/08/2019,2065:348798.000,-2453628.044,-4767142.699,3443232.881
280,00:53:00.500 08/08/2019,2065:348798.500,-2453629.109,-4767143.848,3443230.731
281,00:53:01.000 08/08/2019,2065:348799.000,-2453630.029,-4767145.124,3443228.325
282,00:53:01.500 08/08/2019,2065:348799.500,-2453630.940,-4767146.691,3443225.710
283,00:53:02.000 08/08/2019,2065:348800.000,-2453631.734,-4767148.404,3443222.792
284,00:53:02.500 08/08/2019,2065:348800.500,-2453632.482,-4767150.265,3443219.703
285,00:53:03.000 08/08/2019,2065:348801.000,-2453633.189,-4767152.253,3443216.653
286,00:53:03.500 08/08/2019,2065:348801.500,-2453633.863,-4767154.141,3443213.579
287,00:53:04.000 08/08/2019,2065:348802.000,-2453634.561,-4767156.043,3443210.653
288,00:53:04.500 08/08/2019,2065:348802.500,-2453635.258,-4767157.807,3443207.735
289,00:53:05.000 08/08/2019,2065:348803.000,-2453636.008,-4767159.570,3443204.964
290,00:53:05.500 08/08/2019,2065:348803.500,-2453636.753,-4767161.222,3443202.349
291,00:53:06.000 08/08/2019,2065:348804.000,-2453637.629,-4767162.754,3443199.989
292,00:53:06.500 08/08/2019,2065:348804.500,-2453638.648,-4767163.916,3443197.855
293,00:53:07.000 08/08/2019,2065:348805.000,-2453639.839,-4767164.763,3443196.031
294,00:53:07.500 08/08/2019,2065:348805.500,-2453641.113,-4767165.364,3443194.486
